id,name,category,cuisine,description,price,discount_percent,discounted_price,calories,prep_time_minutes,spice_level,dietary_tag,rating,review_count,is_available,is_featured,is_new,image_url,created_at
457,Classic Beef Burger - Variant 3,Burger,Spanish,"A juicy, stacked burger served with our signature sauce and fresh toppings. Classic Beef Burger - Variant 3 is a customer favorite.",14.18,0,14.18,1180,22,Mild,Dairy-Free,4.3,565,Available,No,No,https://images.restaurant.com/food/burger/0457.jpg,2023-06-02
458,BBQ Bacon Burger,Burger,Spanish,"A juicy, stacked burger served with our signature sauce and fresh toppings. BBQ Bacon Burger is a customer favorite.",17.58,0,17.58,322,24,Medium,Dairy-Free,3.8,453,Available,No,No,https://images.restaurant.com/food/burger/0458.jpg,2024-02-19
459,BBQ Bacon Burger - Variant 2,Burger,American,"A juicy, stacked burger served with our signature sauce and fresh toppings. BBQ Bacon Burger - Variant 2 is a customer favorite.",14.93,10,13.44,1123,39,None,Halal,4.5,26,Available,No,No,https://images.restaurant.com/food/burger/0459.jpg,2023-03-15
460,BBQ Bacon Burger - Variant 3,Burger,Japanese,"A juicy, stacked burger served with our signature sauce and fresh toppings. BBQ Bacon Burger - Variant 3 is a customer favorite.",14.26,0,14.26,199,5,Extra Hot,Spicy,4.1,462,Sold Out,No,No,https://images.restaurant.com/food/burger/0460.jpg,2024-08-27
461,BBQ Bacon Burger - Variant 4,Burger,American,"A juicy, stacked burger served with our signature sauce and fresh toppings. BBQ Bacon Burger - Variant 4 is a customer favorite.",15.41,20,12.33,782,14,Mild,Nut-Free,4.5,140,Available,No,No,https://images.restaurant.com/food/burger/0461.jpg,2024-09-27
462,BBQ Bacon Burger - Variant 5,Burger,Korean,"A juicy, stacked burger served with our signature sauce and fresh toppings. BBQ Bacon Burger - Variant 5 is a customer favorite.",15.13,0,15.13,792,14,Medium,Vegetarian,4.0,469,Available,No,No,https://images.restaurant.com/food/burger/0462.jpg,2023-07-22
463,BBQ Bacon Burger - Variant 6,Burger,American,"A juicy, stacked burger served with our signature sauce and fresh toppings. BBQ Bacon Burger - Variant 6 is a customer favorite.",14.34,10,12.91,1100,15,Hot,Vegan,4.1,621,Available,No,No,https://images.restaurant.com/food/burger/0463.jpg,2023-02-17
464,Mushroom Swiss Burger,Burger,Spanish,"A juicy, stacked burger served with our signature sauce and fresh toppings. Mushroom Swiss Burger is a customer favorite.",13.96,0,13.96,428,28,None,Vegan,4.2,85,Available,Yes,No,https://images.restaurant.com/food/burger/0464.jpg,2024-05-25
465,Mushroom Swiss Burger - Variant 2,Burger,Korean,"A juicy, stacked burger served with our signature sauce and fresh toppings. Mushroom Swiss Burger - Variant 2 is a customer favorite.",13.28,5,12.62,814,17,None,Gluten-Free,3.8,248,Available,No,No,https://images.restaurant.com/food/burger/0465.jpg,2024-01-22
466,Mushroom Swiss Burger - Variant 3,Burger,Japanese,"A juicy, stacked burger served with our signature sauce and fresh toppings. Mushroom Swiss Burger - Variant 3 is a customer favorite.",14.14,0,14.14,244,32,Hot,Spicy,4.5,305,Sold Out,No,No,https://images.restaurant.com/food/burger/0466.jpg,2023-09-04
467,Mushroom Swiss Burger - Variant 4,Burger,Greek,"A juicy, stacked burger served with our signature sauce and fresh toppings. Mushroom Swiss Burger - Variant 4 is a customer favorite.",13.22,0,13.22,979,21,None,Low-Carb,5.0,705,Sold Out,No,Yes,https://images.restaurant.com/food/burger/0467.jpg,2023-10-03
468,Spicy Jalapeño Burger,Burger,Japanese,"A juicy, stacked burger served with our signature sauce and fresh toppings. Spicy Jalapeño Burger is a customer favorite.",12.91,15,10.97,1099,36,None,Halal,3.6,237,Available,No,No,https://images.restaurant.com/food/burger/0468.jpg,2023-05-04
469,Spicy Jalapeño Burger - Variant 2,Burger,Spanish,"A juicy, stacked burger served with our signature sauce and fresh toppings. Spicy Jalapeño Burger - Variant 2 is a customer favorite.",13.09,0,13.09,427,12,None,Vegan,3.8,127,Available,No,No,https://images.restaurant.com/food/burger/0469.jpg,2024-01-29
470,Spicy Jalapeño Burger - Variant 3,Burger,Greek,"A juicy, stacked burger served with our signature sauce and fresh toppings. Spicy Jalapeño Burger - Variant 3 is a customer favorite.",13.92,0,13.92,318,28,Mild,Vegan,3.7,336,Sold Out,Yes,Yes,https://images.restaurant.com/food/burger/0470.jpg,2023-06-15
471,Spicy Jalapeño Burger - Variant 4,Burger,Korean,"A juicy, stacked burger served with our signature sauce and fresh toppings. Spicy Jalapeño Burger - Variant 4 is a customer favorite.",12.81,15,10.89,778,23,Hot,Halal,3.5,445,Available,Yes,No,https://images.restaurant.com/food/burger/0471.jpg,2023-11-21
472,Veggie Burger,Burger,American,"A juicy, stacked burger served with our signature sauce and fresh toppings. Veggie Burger is a customer favorite.",13.61,0,13.61,740,5,None,Low-Carb,4.1,430,Available,No,No,https://images.restaurant.com/food/burger/0472.jpg,2023-02-05
473,Veggie Burger - Variant 2,Burger,Korean,"A juicy, stacked burger served with our signature sauce and fresh toppings. Veggie Burger - Variant 2 is a customer favorite.",11.72,20,9.38,386,37,Mild,Gluten-Free,4.4,22,Available,No,No,https://images.restaurant.com/food/burger/0473.jpg,2023-07-27
474,Veggie Burger - Variant 3,Burger,Spanish,"A juicy, stacked burger served with our signature sauce and fresh toppings. Veggie Burger - Variant 3 is a customer favorite.",12.89,5,12.25,474,35,Medium,Nut-Free,4.5,416,Sold Out,No,No,https://images.restaurant.com/food/burger/0474.jpg,2023-01-25
475,Double Smash Burger,Burger,Greek,"A juicy, stacked burger served with our signature sauce and fresh toppings. Double Smash Burger is a customer favorite.",17.23,10,15.51,525,37,Extra Hot,Keto,4.6,62,Available,Yes,Yes,https://images.restaurant.com/food/burger/0475.jpg,2024-01-26
476,Double Smash Burger - Variant 2,Burger,Japanese,"A juicy, stacked burger served with our signature sauce and fresh toppings. Double Smash Burger - Variant 2 is a customer favorite.",15.04,5,14.29,941,30,None,Halal,4.3,649,Available,No,No,https://images.restaurant.com/food/burger/0476.jpg,2024-05-14
477,Double Smash Burger - Variant 3,Burger,American,"A juicy, stacked burger served with our signature sauce and fresh toppings. Double Smash Burger - Variant 3 is a customer favorite.",15.97,5,15.17,827,28,Medium,Low-Carb,4.0,178,Available,No,No,https://images.restaurant.com/food/burger/0477.jpg,2023-12-20
478,Teriyaki Burger,Burger,Spanish,"A juicy, stacked burger served with our signature sauce and fresh toppings. Teriyaki Burger is a customer favorite.",15.85,10,14.27,305,40,Medium,Spicy,4.7,12,Available,No,Yes,https://images.restaurant.com/food/burger/0478.jpg,2024-03-29
479,Teriyaki Burger - Variant 2,Burger,Japanese,"A juicy, stacked burger served with our signature sauce and fresh toppings. Teriyaki Burger - Variant 2 is a customer favorite.",15.89,0,15.89,557,8,Medium,Nut-Free,3.6,785,Sold Out,No,No,https://images.restaurant.com/food/burger/0479.jpg,2024-04-19
480,Teriyaki Burger - Variant 3,Burger,Korean,"A juicy, stacked burger served with our signature sauce and fresh toppings. Teriyaki Burger - Variant 3 is a customer favorite.",16.37,0,16.37,865,24,None,None,4.9,371,Available,No,No,https://images.restaurant.com/food/burger/0480.jpg,2023-07-16
481,Teriyaki Burger - Variant 4,Burger,Japanese,"A juicy, stacked burger served with our signature sauce and fresh toppings. Teriyaki Burger - Variant 4 is a customer favorite.",14.62,5,13.89,780,15,Extra Hot,None,4.2,548,Available,No,No,https://images.restaurant.com/food/burger/0481.jpg,2023-03-30
482,Avocado Burger,Burger,Korean,"A juicy, stacked burger served with our signature sauce and fresh toppings. Avocado Burger is a customer favorite.",17.12,20,13.7,578,12,None,Low-Carb,4.1,461,Available,No,Yes,https://images.restaurant.com/food/burger/0482.jpg,2023-07-09
483,Avocado Burger - Variant 2,Burger,Spanish,"A juicy, stacked burger served with our signature sauce and fresh toppings. Avocado Burger - Variant 2 is a customer favorite.",17.33,10,15.6,507,28,Hot,None,3.9,362,Available,Yes,No,https://images.restaurant.com/food/burger/0483.jpg,2023-04-27
484,Avocado Burger - Variant 3,Burger,American,"A juicy, stacked burger served with our signature sauce and fresh toppings. Avocado Burger - Variant 3 is a customer favorite.",14.86,0,14.86,370,24,Extra Hot,Keto,3.8,505,Sold Out,No,No,https://images.restaurant.com/food/burger/0484.jpg,2023-09-26
485,Avocado Burger - Variant 4,Burger,Korean,"A juicy, stacked burger served with our signature sauce and fresh toppings. Avocado Burger - Variant 4 is a customer favorite.",17.61,15,14.97,1181,11,None,Vegetarian,3.5,387,Available,Yes,No,https://images.restaurant.com/food/burger/0485.jpg,2023-01-05
486,Avocado Burger - Variant 5,Burger,Greek,"A juicy, stacked burger served with our signature sauce and fresh toppings. Avocado Burger - Variant 5 is a customer favorite.",14.28,10,12.85,1044,23,Extra Hot,None,4.0,813,Sold Out,No,Yes,https://images.restaurant.com/food/burger/0486.jpg,2024-09-05
487,Blue Cheese Burger,Burger,Spanish,"A juicy, stacked burger served with our signature sauce and fresh toppings. Blue Cheese Burger is a customer favorite.",14.44,0,14.44,821,38,Mild,Nut-Free,3.8,439,Sold Out,No,No,https://images.restaurant.com/food/burger/0487.jpg,2023-06-02
488,Blue Cheese Burger - Variant 2,Burger,Spanish,"A juicy, stacked burger served with our signature sauce and fresh toppings. Blue Cheese Burger - Variant 2 is a customer favorite.",17.41,0,17.41,939,16,None,Halal,3.7,185,Available,No,No,https://images.restaurant.com/food/burger/0488.jpg,2024-11-28
489,Blue Cheese Burger - Variant 3,Burger,Japanese,"A juicy, stacked burger served with our signature sauce and fresh toppings. Blue Cheese Burger - Variant 3 is a customer favorite.",17.02,15,14.47,605,19,Hot,Halal,4.2,679,Available,No,No,https://images.restaurant.com/food/burger/0489.jpg,2023-09-28
490,Blue Cheese Burger - Variant 4,Burger,American,"A juicy, stacked burger served with our signature sauce and fresh toppings. Blue Cheese Burger - Variant 4 is a customer favorite.",15.75,5,14.96,1123,18,Extra Hot,Dairy-Free,4.1,462,Available,No,Yes,https://images.restaurant.com/food/burger/0490.jpg,2023-12-24
491,Blue Cheese Burger - Variant 5,Burger,Korean,"A juicy, stacked burger served with our signature sauce and fresh toppings. Blue Cheese Burger - Variant 5 is a customer favorite.",17.49,0,17.49,389,14,Extra Hot,None,4.0,421,Available,No,No,https://images.restaurant.com/food/burger/0491.jpg,2023-12-17
492,Blue Cheese Burger - Variant 6,Burger,Greek,"A juicy, stacked burger served with our signature sauce and fresh toppings. Blue Cheese Burger - Variant 6 is a customer favorite.",14.37,0,14.37,531,16,Hot,Vegan,4.3,658,Available,No,No,https://images.restaurant.com/food/burger/0492.jpg,2023-08-14
493,Crispy Chicken Burger,Burger,Korean,"A juicy, stacked burger served with our signature sauce and fresh toppings. Crispy Chicken Burger is a customer favorite.",13.4,15,11.39,743,38,None,Keto,3.9,541,Available,No,Yes,https://images.restaurant.com/food/burger/0493.jpg,2024-09-04
494,Crispy Chicken Burger - Variant 2,Burger,American,"A juicy, stacked burger served with our signature sauce and fresh toppings. Crispy Chicken Burger - Variant 2 is a customer favorite.",15.31,15,13.01,312,31,Mild,None,4.0,644,Sold Out,No,No,https://images.restaurant.com/food/burger/0494.jpg,2023-09-27
495,Crispy Chicken Burger - Variant 3,Burger,Spanish,"A juicy, stacked burger served with our signature sauce and fresh toppings. Crispy Chicken Burger - Variant 3 is a customer favorite.",14.12,20,11.3,857,25,Medium,Dairy-Free,4.8,386,Available,Yes,No,https://images.restaurant.com/food/burger/0495.jpg,2023-10-31
496,Crispy Chicken Burger - Variant 4,Burger,American,"A juicy, stacked burger served with our signature sauce and fresh toppings. Crispy Chicken Burger - Variant 4 is a customer favorite.",14.78,0,14.78,896,28,Hot,Gluten-Free,4.6,78,Available,No,Yes,https://images.restaurant.com/food/burger/0496.jpg,2024-07-31
497,Black Bean Burger,Burger,American,"A juicy, stacked burger served with our signature sauce and fresh toppings. Black Bean Burger is a customer favorite.",12.14,0,12.14,327,39,Mild,None,4.8,592,Available,No,Yes,https://images.restaurant.com/food/burger/0497.jpg,2024-01-10
498,Black Bean Burger - Variant 2,Burger,Korean,"A juicy, stacked burger served with our signature sauce and fresh toppings. Black Bean Burger - Variant 2 is a customer favorite.",12.18,5,11.57,670,38,None,None,4.3,33,Available,Yes,No,https://images.restaurant.com/food/burger/0498.jpg,2023-09-27
499,Black Bean Burger - Variant 3,Burger,American,"A juicy, stacked burger served with our signature sauce and fresh toppings. Black Bean Burger - Variant 3 is a customer favorite.",12.74,0,12.74,581,20,Mild,Low-Carb,4.5,51,Available,Yes,Yes,https://images.restaurant.com/food/burger/0499.jpg,2024-05-15
500,Black Bean Burger - Variant 4,Burger,Japanese,"A juicy, stacked burger served with our signature sauce and fresh toppings. Black Bean Burger - Variant 4 is a customer favorite.",14.49,0,14.49,251,19,Medium,Dairy-Free,3.9,477,Available,Yes,No,https://images.restaurant.com/food/burger/0500.jpg,2024-07-30
501,Black Bean Burger - Variant 5,Burger,Greek,"A juicy, stacked burger served with our signature sauce and fresh toppings. Black Bean Burger - Variant 5 is a customer favorite.",12.37,10,11.13,654,37,Extra Hot,None,3.9,652,Sold Out,Yes,No,https://images.restaurant.com/food/burger/0501.jpg,2024-06-21
502,Pulled Pork Burger,Burger,Spanish,"A juicy, stacked burger served with our signature sauce and fresh toppings. Pulled Pork Burger is a customer favorite.",15.89,20,12.71,1183,36,Extra Hot,Dairy-Free,4.3,523,Available,Yes,Yes,https://images.restaurant.com/food/burger/0502.jpg,2024-05-03
503,Pulled Pork Burger - Variant 2,Burger,Spanish,"A juicy, stacked burger served with our signature sauce and fresh toppings. Pulled Pork Burger - Variant 2 is a customer favorite.",17.43,10,15.69,291,21,Mild,Gluten-Free,3.7,192,Sold Out,No,No,https://images.restaurant.com/food/burger/0503.jpg,2024-02-17
504,Pulled Pork Burger - Variant 3,Burger,Spanish,"A juicy, stacked burger served with our signature sauce and fresh toppings. Pulled Pork Burger - Variant 3 is a customer favorite.",17.3,20,13.84,1060,14,Medium,Keto,4.8,815,Available,No,No,https://images.restaurant.com/food/burger/0504.jpg,2023-01-07
505,Pulled Pork Burger - Variant 4,Burger,Japanese,"A juicy, stacked burger served with our signature sauce and fresh toppings. Pulled Pork Burger - Variant 4 is a customer favorite.",17.78,15,15.11,1063,22,Hot,Nut-Free,4.0,565,Available,No,No,https://images.restaurant.com/food/burger/0505.jpg,2023-03-08
506,Pulled Pork Burger - Variant 5,Burger,Spanish,"A juicy, stacked burger served with our signature sauce and fresh toppings. Pulled Pork Burger - Variant 5 is a customer favorite.",15.91,0,15.91,426,16,Extra Hot,Gluten-Free,3.8,610,Available,No,No,https://images.restaurant.com/food/burger/0506.jpg,2024-06-08
507,Spaghetti Bolognese,Pasta,Greek,Al dente pasta tossed in a flavorful sauce with premium ingredients. Spaghetti Bolognese is a customer favorite.,17.06,0,17.06,683,44,Extra Hot,Gluten-Free,4.5,443,Available,No,No,https://images.restaurant.com/food/pasta/0507.jpg,2023-09-21
508,Spaghetti Bolognese - Variant 2,Pasta,Vietnamese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Spaghetti Bolognese - Variant 2 is a customer favorite.,17.86,15,15.18,498,45,None,Spicy,4.1,148,Available,Yes,No,https://images.restaurant.com/food/pasta/0508.jpg,2023-03-22
509,Spaghetti Bolognese - Variant 3,Pasta,Lebanese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Spaghetti Bolognese - Variant 3 is a customer favorite.,14.27,0,14.27,265,21,Extra Hot,Low-Carb,4.5,301,Available,No,No,https://images.restaurant.com/food/pasta/0509.jpg,2023-01-03
510,Spaghetti Bolognese - Variant 4,Pasta,Greek,Al dente pasta tossed in a flavorful sauce with premium ingredients. Spaghetti Bolognese - Variant 4 is a customer favorite.,14.29,0,14.29,374,35,Medium,Vegetarian,4.9,264,Available,Yes,No,https://images.restaurant.com/food/pasta/0510.jpg,2024-11-29
511,Spaghetti Bolognese - Variant 5,Pasta,Thai,Al dente pasta tossed in a flavorful sauce with premium ingredients. Spaghetti Bolognese - Variant 5 is a customer favorite.,14.63,0,14.63,1027,29,Extra Hot,Vegan,3.7,846,Sold Out,No,No,https://images.restaurant.com/food/pasta/0511.jpg,2023-08-21
512,Spaghetti Bolognese - Variant 6,Pasta,Lebanese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Spaghetti Bolognese - Variant 6 is a customer favorite.,14.43,15,12.27,942,31,Hot,Low-Carb,4.7,43,Available,No,No,https://images.restaurant.com/food/pasta/0512.jpg,2023-09-27
513,Fettuccine Alfredo,Pasta,Italian,Al dente pasta tossed in a flavorful sauce with premium ingredients. Fettuccine Alfredo is a customer favorite.,14.35,20,11.48,393,9,Hot,Spicy,4.7,841,Available,No,No,https://images.restaurant.com/food/pasta/0513.jpg,2024-01-07
514,Fettuccine Alfredo - Variant 2,Pasta,Greek,Al dente pasta tossed in a flavorful sauce with premium ingredients. Fettuccine Alfredo - Variant 2 is a customer favorite.,15.15,0,15.15,947,30,Mild,Low-Carb,3.6,352,Available,No,No,https://images.restaurant.com/food/pasta/0514.jpg,2023-05-29
515,Fettuccine Alfredo - Variant 3,Pasta,Lebanese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Fettuccine Alfredo - Variant 3 is a customer favorite.,13.34,0,13.34,280,25,Extra Hot,Keto,4.2,150,Available,No,No,https://images.restaurant.com/food/pasta/0515.jpg,2023-12-26
516,Fettuccine Alfredo - Variant 4,Pasta,Italian,Al dente pasta tossed in a flavorful sauce with premium ingredients. Fettuccine Alfredo - Variant 4 is a customer favorite.,14.94,20,11.95,189,12,Extra Hot,Keto,3.9,522,Available,No,No,https://images.restaurant.com/food/pasta/0516.jpg,2023-02-12
517,Fettuccine Alfredo - Variant 5,Pasta,Italian,Al dente pasta tossed in a flavorful sauce with premium ingredients. Fettuccine Alfredo - Variant 5 is a customer favorite.,14.87,15,12.64,427,8,Extra Hot,Halal,4.9,253,Available,No,No,https://images.restaurant.com/food/pasta/0517.jpg,2024-10-02
518,Penne Arrabbiata,Pasta,Greek,Al dente pasta tossed in a flavorful sauce with premium ingredients. Penne Arrabbiata is a customer favorite.,14.71,15,12.5,1037,32,Extra Hot,Keto,4.0,219,Available,Yes,No,https://images.restaurant.com/food/pasta/0518.jpg,2023-01-28
519,Penne Arrabbiata - Variant 2,Pasta,Greek,Al dente pasta tossed in a flavorful sauce with premium ingredients. Penne Arrabbiata - Variant 2 is a customer favorite.,15.36,15,13.06,162,43,Hot,Spicy,3.6,151,Sold Out,No,No,https://images.restaurant.com/food/pasta/0519.jpg,2024-10-14
520,Penne Arrabbiata - Variant 3,Pasta,Greek,Al dente pasta tossed in a flavorful sauce with premium ingredients. Penne Arrabbiata - Variant 3 is a customer favorite.,12.3,0,12.3,500,45,Medium,Gluten-Free,4.7,246,Sold Out,No,No,https://images.restaurant.com/food/pasta/0520.jpg,2024-04-12
521,Pasta Carbonara,Pasta,Vietnamese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Pasta Carbonara is a customer favorite.,17.03,0,17.03,776,35,Mild,None,4.0,363,Sold Out,Yes,No,https://images.restaurant.com/food/pasta/0521.jpg,2024-02-21
522,Pasta Carbonara - Variant 2,Pasta,Greek,Al dente pasta tossed in a flavorful sauce with premium ingredients. Pasta Carbonara - Variant 2 is a customer favorite.,15.5,5,14.72,238,6,Medium,Vegan,4.8,249,Available,No,No,https://images.restaurant.com/food/pasta/0522.jpg,2023-02-15
523,Pasta Carbonara - Variant 3,Pasta,Thai,Al dente pasta tossed in a flavorful sauce with premium ingredients. Pasta Carbonara - Variant 3 is a customer favorite.,17.41,5,16.54,1002,20,Hot,Gluten-Free,4.1,141,Available,Yes,Yes,https://images.restaurant.com/food/pasta/0523.jpg,2024-04-20
524,Pasta Carbonara - Variant 4,Pasta,Greek,Al dente pasta tossed in a flavorful sauce with premium ingredients. Pasta Carbonara - Variant 4 is a customer favorite.,15.34,20,12.27,1053,7,None,Nut-Free,4.2,706,Available,Yes,No,https://images.restaurant.com/food/pasta/0524.jpg,2023-09-01
525,Pasta Carbonara - Variant 5,Pasta,Thai,Al dente pasta tossed in a flavorful sauce with premium ingredients. Pasta Carbonara - Variant 5 is a customer favorite.,18.19,15,15.46,721,25,Medium,Keto,4.3,782,Sold Out,No,No,https://images.restaurant.com/food/pasta/0525.jpg,2024-03-04
526,Lasagna,Pasta,Vietnamese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Lasagna is a customer favorite.,15.77,20,12.62,559,8,Hot,Dairy-Free,4.3,335,Sold Out,No,No,https://images.restaurant.com/food/pasta/0526.jpg,2023-08-04
527,Lasagna - Variant 2,Pasta,Thai,Al dente pasta tossed in a flavorful sauce with premium ingredients. Lasagna - Variant 2 is a customer favorite.,15.35,15,13.05,484,9,Medium,Gluten-Free,3.7,773,Available,Yes,Yes,https://images.restaurant.com/food/pasta/0527.jpg,2024-07-19
528,Lasagna - Variant 3,Pasta,Lebanese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Lasagna - Variant 3 is a customer favorite.,17.63,0,17.63,700,26,Hot,Gluten-Free,4.7,410,Available,Yes,No,https://images.restaurant.com/food/pasta/0528.jpg,2023-12-12
529,Lasagna - Variant 4,Pasta,Greek,Al dente pasta tossed in a flavorful sauce with premium ingredients. Lasagna - Variant 4 is a customer favorite.,16.81,5,15.97,502,15,Medium,Halal,4.4,748,Available,No,Yes,https://images.restaurant.com/food/pasta/0529.jpg,2024-01-12
530,Lasagna - Variant 5,Pasta,Vietnamese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Lasagna - Variant 5 is a customer favorite.,17.08,0,17.08,203,45,Hot,Nut-Free,3.9,449,Available,No,No,https://images.restaurant.com/food/pasta/0530.jpg,2023-07-06
531,Lasagna - Variant 6,Pasta,Thai,Al dente pasta tossed in a flavorful sauce with premium ingredients. Lasagna - Variant 6 is a customer favorite.,15.73,15,13.37,724,13,Medium,Dairy-Free,3.6,329,Available,No,Yes,https://images.restaurant.com/food/pasta/0531.jpg,2023-02-11
532,Ravioli,Pasta,Thai,Al dente pasta tossed in a flavorful sauce with premium ingredients. Ravioli is a customer favorite.,17.79,10,16.01,221,21,Medium,Gluten-Free,4.9,26,Available,Yes,No,https://images.restaurant.com/food/pasta/0532.jpg,2023-01-02
533,Ravioli - Variant 2,Pasta,Vietnamese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Ravioli - Variant 2 is a customer favorite.,15.75,10,14.18,191,21,Medium,Vegetarian,4.3,70,Available,No,No,https://images.restaurant.com/food/pasta/0533.jpg,2023-08-11
534,Ravioli - Variant 3,Pasta,Greek,Al dente pasta tossed in a flavorful sauce with premium ingredients. Ravioli - Variant 3 is a customer favorite.,15.77,5,14.98,185,40,Hot,Keto,3.6,179,Available,No,No,https://images.restaurant.com/food/pasta/0534.jpg,2023-09-11
535,Ravioli - Variant 4,Pasta,Thai,Al dente pasta tossed in a flavorful sauce with premium ingredients. Ravioli - Variant 4 is a customer favorite.,16.34,0,16.34,459,26,Extra Hot,Vegan,4.2,626,Available,Yes,Yes,https://images.restaurant.com/food/pasta/0535.jpg,2023-06-02
536,Pesto Linguine,Pasta,Vietnamese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Pesto Linguine is a customer favorite.,13.98,0,13.98,250,30,Extra Hot,Low-Carb,3.6,609,Available,Yes,No,https://images.restaurant.com/food/pasta/0536.jpg,2023-03-06
537,Pesto Linguine - Variant 2,Pasta,Vietnamese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Pesto Linguine - Variant 2 is a customer favorite.,16.03,0,16.03,508,22,Hot,Nut-Free,5.0,183,Available,No,Yes,https://images.restaurant.com/food/pasta/0537.jpg,2023-08-09
538,Pesto Linguine - Variant 3,Pasta,Italian,Al dente pasta tossed in a flavorful sauce with premium ingredients. Pesto Linguine - Variant 3 is a customer favorite.,14.02,20,11.22,700,37,Extra Hot,Dairy-Free,4.4,512,Sold Out,Yes,No,https://images.restaurant.com/food/pasta/0538.jpg,2024-10-06
539,Pesto Linguine - Variant 4,Pasta,Vietnamese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Pesto Linguine - Variant 4 is a customer favorite.,13.7,0,13.7,340,41,Extra Hot,Halal,4.9,836,Available,Yes,No,https://images.restaurant.com/food/pasta/0539.jpg,2023-01-06
540,Pasta Primavera,Pasta,Vietnamese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Pasta Primavera is a customer favorite.,14.38,20,11.5,346,42,Mild,Vegan,4.3,778,Available,No,No,https://images.restaurant.com/food/pasta/0540.jpg,2023-11-24
541,Pasta Primavera - Variant 2,Pasta,Thai,Al dente pasta tossed in a flavorful sauce with premium ingredients. Pasta Primavera - Variant 2 is a customer favorite.,13.47,0,13.47,874,44,Medium,None,4.7,543,Available,No,Yes,https://images.restaurant.com/food/pasta/0541.jpg,2024-09-05
542,Pasta Primavera - Variant 3,Pasta,Vietnamese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Pasta Primavera - Variant 3 is a customer favorite.,13.91,0,13.91,151,9,Medium,Vegetarian,4.6,603,Available,No,Yes,https://images.restaurant.com/food/pasta/0542.jpg,2024-06-13
543,Seafood Pasta,Pasta,Thai,Al dente pasta tossed in a flavorful sauce with premium ingredients. Seafood Pasta is a customer favorite.,22.89,5,21.75,728,37,None,Nut-Free,4.1,786,Available,No,No,https://images.restaurant.com/food/pasta/0543.jpg,2024-04-20
544,Seafood Pasta - Variant 2,Pasta,Greek,Al dente pasta tossed in a flavorful sauce with premium ingredients. Seafood Pasta - Variant 2 is a customer favorite.,21.11,10,19.0,1149,21,Extra Hot,Vegetarian,3.7,30,Available,Yes,No,https://images.restaurant.com/food/pasta/0544.jpg,2023-12-14
545,Seafood Pasta - Variant 3,Pasta,Vietnamese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Seafood Pasta - Variant 3 is a customer favorite.,19.65,20,15.72,462,8,None,Low-Carb,4.4,510,Available,No,No,https://images.restaurant.com/food/pasta/0545.jpg,2023-12-06
546,Seafood Pasta - Variant 4,Pasta,Thai,Al dente pasta tossed in a flavorful sauce with premium ingredients. Seafood Pasta - Variant 4 is a customer favorite.,22.87,0,22.87,301,10,Medium,Keto,3.8,144,Available,No,Yes,https://images.restaurant.com/food/pasta/0546.jpg,2024-06-11
547,Seafood Pasta - Variant 5,Pasta,Italian,Al dente pasta tossed in a flavorful sauce with premium ingredients. Seafood Pasta - Variant 5 is a customer favorite.,21.41,0,21.41,689,40,Extra Hot,Nut-Free,3.8,256,Sold Out,Yes,Yes,https://images.restaurant.com/food/pasta/0547.jpg,2023-03-11
548,Baked Ziti,Pasta,Italian,Al dente pasta tossed in a flavorful sauce with premium ingredients. Baked Ziti is a customer favorite.,16.88,0,16.88,856,24,Hot,Gluten-Free,4.3,93,Available,No,No,https://images.restaurant.com/food/pasta/0548.jpg,2023-02-03
549,Baked Ziti - Variant 2,Pasta,Greek,Al dente pasta tossed in a flavorful sauce with premium ingredients. Baked Ziti - Variant 2 is a customer favorite.,16.71,5,15.87,1179,22,Medium,Gluten-Free,4.5,233,Sold Out,No,Yes,https://images.restaurant.com/food/pasta/0549.jpg,2024-02-10
550,Baked Ziti - Variant 3,Pasta,Lebanese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Baked Ziti - Variant 3 is a customer favorite.,16.06,10,14.45,695,42,None,Nut-Free,4.6,265,Available,No,Yes,https://images.restaurant.com/food/pasta/0550.jpg,2024-08-23
551,Baked Ziti - Variant 4,Pasta,Thai,Al dente pasta tossed in a flavorful sauce with premium ingredients. Baked Ziti - Variant 4 is a customer favorite.,16.26,15,13.82,694,7,Mild,None,4.9,420,Available,No,No,https://images.restaurant.com/food/pasta/0551.jpg,2023-10-06
